Make,Model,Location,First registration,Mileage,Power,Transmission,Fuel,Drive type,Consumption,CO2 emissions,Body color,Interior color,Interior material,Body,Doors,Seats,Price
Citroën,C5 Aircross,Spain,2023,27000,129,Automatic,Diesel,4x2,5.2,102,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,22949
Nissan,X-Trail,Germany,2024,4500,211,Automatic,Petrol,4x4,6.5,146,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,51649
Suzuki,SX4 S-Cross,Netherlands,2024,9393,127,Manual,Petrol,4x2,5.0,111,Silver,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5,28449
Suzuki,Ignis,France,2020,13300,90,Manual,Petrol,4x2,4.7,107,Blue,Black interior,Other interior material,SUV / offroad,4/5 doors,4,15399
Peugeot,Rifter,Poland,2021,65140,129,Manual,Diesel,4x2,5.3,115,Grey,Other interior color,Cloth interior,MPV/VAN,4/5 doors,7,30199
Seat,Ibiza,Germany,2021,105075,109,Manual,Petrol,4x2,4.9,111,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,15199
Opel,Adam,Germany,2015,127000,148,Manual,Petrol,4x2,6.3,144,White,Black interior,Full leather interior,Hatchback,2/3 doors,4,10599
Volkswagen,Passat,Austria,2019,108400,118,Automatic,Diesel,4x2,5.3,120,Grey,Black interior,Alcantara interior,Station Wagon,4/5 doors,5,18499
Audi,A4,Italy,2022,29555,161,Automatic,Diesel,4x2,4.1,108,Black,Grey interior,Cloth interior,Station Wagon,4/5 doors,5,40499
Audi,A1,Italy,2024,8048,109,Automatic,Petrol,4x2,4.9,112,White,Grey interior,Cloth interior,Hatchback,4/5 doors,5,32249
Mazda,CX-5,Germany,2024,4,192,Automatic,Petrol,4x2,7.2,163,Black,Grey interior,Other interior material,SUV / offroad,4/5 doors,5,40549
Porsche,992,Italy,2020,37000,444,Automatic,Petrol,4x2,9.6,220,Grey,Other interior color,Other interior material,Coupe,2/3 doors,4,133399
Kia,Ceed,Germany,2024,35,138,Automatic,Petrol,4x2,6.1,137,Black,Other interior color,Part leather interior,Station Wagon,4/5 doors,5,35849
Suzuki,Swift,Germany,2023,8500,127,Manual,Petrol,4x2,5.0,111,Blue,Black interior,Cloth interior,Hatchback,4/5 doors,5,24449
Nissan,Juke,Italy,2020,49639,115,Manual,Petrol,4x2,4.9,112,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,19949
Volkswagen,Golf,Germany,2024,0,148,Manual,Petrol,4x2,5.3,120,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,27299
Volkswagen,Golf,Germany,2024,1900,148,Automatic,Petrol,4x2,5.4,124,Blue,Black interior,Velour interior,Station Wagon,4/5 doors,5,39449
Fiat,500C,Germany,2020,22488,68,Manual,Petrol,4x2,3.9,88,Grey,Grey interior,Other interior material,Cabriolet,2/3 doors,4,12849
Renault,Trafic,Germany,2021,166400,143,Manual,Diesel,4x2,6.9,174,Grey,Black interior,Cloth interior,Cargo VAN,4/5 doors,6,21299
Volkswagen,Taigo,Germany,2023,23506,94,Manual,Petrol,4x2,4.7,108,Green,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,22499
Kia,XCeed,Germany,2024,2,138,Manual,Petrol,4x2,1.4,29,Blue,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,25749
Volkswagen,Golf,Germany,2024,9700,148,Automatic,Petrol,4x2,5.4,124,Grey,Black interior,Velour interior,Station Wagon,4/5 doors,5,36849
Ford,Fiesta,Germany,2018,99700,99,Manual,Petrol,4x2,4.9,112,Red,Other interior color,Other interior material,Hatchback,4/5 doors,5,12199
Audi,A6,Germany,2024,26127,261,Automatic,Petrol,4x2,7.0,160,Blue,Black interior,Part leather interior,Station Wagon,4/5 doors,5,56199
Mazda,CX-30,Germany,2024,8193,148,Automatic,Petrol,4x2,6.3,143,White,Other interior color,Part leather interior,SUV / offroad,4/5 doors,5,31999
BMW,116,Spain,2020,97000,114,Automatic,Diesel,4x2,3.8,101,Black,Other interior color,Other interior material,Hatchback,4/5 doors,5,23499
Cupra,Leon,Germany,2024,10,148,Automatic,Petrol,4x2,5.0,115,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5,32999
Fiat,Punto,Germany,2015,24400,68,Manual,Petrol,4x2,5.4,126,White,Other interior color,Cloth interior,Hatchback,4/5 doors,5,7849
BMW,430,Germany,2024,15000,241,Automatic,Petrol,4x4,8.0,195,Green,Other interior color,Full leather interior,Cabriolet,2/3 doors,4,58399
BMW,430 Gran Coupé,Germany,2024,6858,282,Automatic,Diesel,4x4,8.0,195,Red,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,60599
DS Automobiles,DS7 Crossback,Germany,2021,39400,177,Automatic,Diesel,4x2,4.9,128,Brown,Brown interior,Full leather interior,SUV / offroad,4/5 doors,5,34099
Ford,Kuga,Germany,2020,69000,148,Manual,Diesel,4x2,5.8,152,Silver,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,23949
Volkswagen,Tiguan,Germany,2024,0,190,Automatic,Diesel,4x4,5.5,143,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,67999
Mercedes-Benz,E 300,Germany,2022,29900,282,Automatic,Diesel,4x4,11.0,260,Brown,Other interior color,Full leather interior,Station Wagon,4/5 doors,5,49949
Kia,Sportage,Germany,2024,15,158,Automatic,Petrol,4x2,6.3,142,White,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,38949
Ford,Tourneo Connect,Germany,2018,74520,118,Manual,Diesel,4x2,4.6,119,Grey,Black interior,Cloth interior,MPV/VAN,4/5 doors,5,21099
Ford,Focus,Netherlands,2019,91825,123,Manual,Petrol,4x2,5.6,112,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5,17049
MINI,Cooper S,Netherlands,2024,10,201,Automatic,Petrol,4x2,5.8,121,Green,Grey interior,Full leather interior,Hatchback,2/3 doors,4,54849
Cupra,Ateca,Germany,2019,77510,296,Automatic,Petrol,4x4,9.0,175,Black,Grey interior,Alcantara interior,SUV / offroad,4/5 doors,5,28199
Volkswagen,Caddy,France,2024,10,121,Automatic,Diesel,4x2,4.6,122,Grey,Other interior color,Other interior material,Cargo VAN,4/5 doors,7,39149
Volkswagen,Caddy,Germany,2021,19334,113,Manual,Petrol,4x2,5.8,130,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,2,28499
BMW,530,Germany,2021,99005,282,Automatic,Diesel,4x4,5.8,154,Blue,Black interior,Full leather interior,Station Wagon,4/5 doors,5,48899
Hyundai,i30,Germany,2024,10,99,Manual,Petrol,4x2,4.9,111,Grey,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,25099
Nissan,Juke,France,2024,10,113,Automatic,Petrol,4x2,6.0,130,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,25199
Volkswagen,T-Cross,Italy,2024,0,114,Manual,Petrol,4x2,5.1,114,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,38199
Mercedes-Benz,A 35 AMG,Germany,2023,24808,302,Automatic,Petrol,4x4,11.0,260,White,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,52149
Nissan,Qashqai,Italy,2024,100,156,Automatic,Petrol,4x2,6.3,142,White,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,32249
Renault,Clio,Germany,2022,9217,66,Manual,Petrol,4x2,5.2,112,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,15799
Škoda,Superb,Germany,2024,10,148,Automatic,Diesel,4x2,4.5,117,Beige,Black interior,Cloth interior,Station Wagon,4/5 doors,5,41599
Mazda,MX-5,Germany,2023,11450,130,Manual,Petrol,4x2,6.3,143,Grey,Black interior,Alcantara interior,Cabriolet,2/3 doors,2,28849
Seat,Leon,Germany,2020,41750,114,Manual,Diesel,4x2,4.2,109,White,Grey interior,Cloth interior,Station Wagon,4/5 doors,5,20399
Ford,Transit Custom,Germany,2020,45800,103,Manual,Diesel,4x2,7.5,165,White,Other interior color,Other interior material,Cargo VAN,4/5 doors,3,23649
BMW,M135,Germany,2024,8854,302,Automatic,Petrol,4x4,8.0,195,White,Black interior,Part leather interior,Hatchback,4/5 doors,5,42549
Dacia,Sandero,Austria,2024,15,90,Manual,Petrol,4x2,5.3,126,Beige,Other interior color,Cloth interior,Hatchback,4/5 doors,5,19099
Mercedes-Benz,E 300,Germany,2017,136000,241,Automatic,Petrol,4x2,6.9,158,Blue,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,28349
Volkswagen,Polo,Germany,2020,51000,197,Automatic,Petrol,4x2,6.1,140,Red,Black interior,Cloth interior,Hatchback,4/5 doors,5,21499
Opel,Movano,Netherlands,2019,126290,129,Manual,Diesel,4x2,8.2,216,White,Black interior,Cloth interior,Cargo VAN,2/3 doors,2,30449
BMW,320,Austria,2024,16000,188,Automatic,Diesel,4x4,5.3,141,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5,56299
BMW,118,Italy,2021,69001,134,Automatic,Petrol,4x2,5.0,114,Blue,Grey interior,Cloth interior,Hatchback,4/5 doors,5,26999
Nissan,Juke,Netherlands,2020,76974,115,Manual,Petrol,4x2,6.0,130,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,18999
Mercedes-Benz,GLC 300,Germany,2022,31254,255,Automatic,Petrol,4x4,11.0,260,Black,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,62649
Opel,Astra,Germany,2024,1500,134,Automatic,Petrol,4x2,4.5,102,Black,Black interior,Alcantara interior,Station Wagon,4/5 doors,5,37349
Jeep,Compass,Italy,2024,10,129,Manual,Diesel,4x2,4.7,122,White,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,43999
Porsche,991,Germany,2019,17900,444,Automatic,Petrol,4x4,9.9,225,Black,Black interior,Full leather interior,Cabriolet,2/3 doors,4,153199
Maserati,Levante,Germany,2020,55000,523,Automatic,Petrol,4x4,11.0,252,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,73349
Audi,A3,Germany,2024,0,148,Automatic,Diesel,4x2,4.6,102,Blue,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,58399
Volvo,XC60,Luxembourg,2020,113940,188,Automatic,Diesel,4x4,5.8,147,Blue,Brown interior,Full leather interior,SUV / offroad,4/5 doors,5,29649
Volkswagen,T-Roc,Italy,2024,10,114,Manual,Petrol,4x2,6.0,118,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,30149
Toyota,Proace,Netherlands,2024,5,142,Manual,Diesel,4x2,9.0,198,Grey,Black interior,Cloth interior,Cargo VAN,2/3 doors,3,48999
Jaguar,F-Pace,Germany,2021,67000,177,Automatic,Diesel,4x4,5.2,137,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,34649
Audi,A6,Germany,2021,100756,282,Automatic,Diesel,4x4,5.8,157,Red,Black interior,Velour interior,Station Wagon,4/5 doors,5,36249
BMW,M5,Germany,2021,34710,617,Automatic,Petrol,4x4,11.3,258,Red,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,97649
Škoda,Fabia,Spain,2024,16723,94,Manual,Petrol,4x2,5.0,121,Grey,Other interior color,Other interior material,Hatchback,4/5 doors,5,18599
Nissan,Qashqai,Italy,2021,63592,138,Manual,Petrol,4x2,5.7,121,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,22049
Audi,Q3,Spain,2024,1,148,Automatic,Petrol,4x2,6.5,135,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,47099
Volkswagen,T6 Transporter,Germany,2024,250,148,Manual,Diesel,4x2,7.0,184,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,3,49999
Hyundai,i30,Germany,2024,50,276,Automatic,Petrol,4x2,7.7,176,Blue,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,38199
DR Automobiles,4,Italy,2022,32842,115,Manual,LPG,4x2,8.2,158,Red,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,15849
Audi,A1,Belgium,2014,171834,84,Manual,Petrol,4x2,5.1,118,White,Black interior,Cloth interior,Hatchback,4/5 doors,4,7899
Audi,A1,Poland,2024,12092,148,Automatic,Petrol,4x2,5.1,117,Red,Black interior,Full leather interior,Hatchback,4/5 doors,4,32599
Volkswagen,Tiguan Allspace,Germany,2024,18709,188,Automatic,Petrol,4x4,6.8,156,Grey,Black interior,Part leather interior,SUV / offroad,4/5 doors,7,45249
Hyundai,i30,Germany,2020,38400,98,Manual,Petrol,4x2,6.2,141,White,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,17249
BMW,118,Germany,2018,170000,134,Manual,Petrol,4x2,8.0,195,Black,Grey interior,Cloth interior,Hatchback,4/5 doors,5,10649
Lamborghini,Urus,Germany,2023,12000,657,Automatic,Other fuel type,4x4,14.2,325,Green,Other interior color,Alcantara interior,SUV / offroad,4/5 doors,4,349249
Volkswagen,T-Roc,Germany,2024,6742,109,Manual,Petrol,4x2,6.0,118,Red,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,28699
Opel,Astra,Germany,2016,94907,114,Manual,Petrol,4x2,6.2,145,Brown,Other interior color,Cloth interior,Station Wagon,4/5 doors,5,10299
Kia,Stonic,Germany,2023,10,83,Manual,Petrol,4x2,5.1,116,Black,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,18799
Mazda,3,Germany,2015,111167,118,Manual,Petrol,4x2,5.1,119,Red,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,12899
Volkswagen,Tiguan,Germany,2014,142000,121,Manual,Petrol,4x2,6.5,152,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,9299
Volkswagen,T-Roc,Germany,2024,0,148,Automatic,Petrol,4x2,6.4,130,Blue,Other interior color,Cloth interior,Cabriolet,4/5 doors,5,52649
Škoda,Kodiaq,Germany,2021,104000,197,Automatic,Diesel,4x4,6.3,140,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,30599
Volkswagen,Caddy,Germany,2019,42350,109,Manual,Petrol,4x2,5.8,130,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,5,17849
Volkswagen,Tiguan,Germany,2024,10200,148,Automatic,Diesel,4x2,4.5,119,Blue,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,41099
Volkswagen,Tiguan,Germany,2022,18572,148,Automatic,Petrol,4x2,5.8,133,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,32049
Toyota,Aygo,Germany,2021,14370,71,Manual,Petrol,4x2,4.1,95,White,Other interior color,Part leather interior,Hatchback,4/5 doors,4,13899
Nissan,Qashqai,Italy,2021,40828,138,Manual,Petrol,4x2,5.3,121,Grey,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,20999
Mitsubishi,Eclipse Cross,Italy,2021,64326,161,Manual,Petrol,4x2,7.8,159,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,16349
Nissan,Qashqai,Germany,2023,15380,188,Automatic,Petrol,4x2,6.0,130,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,35149
Peugeot,208,Italy,2023,7000,74,Manual,Petrol,4x2,5.3,94,Silver,Grey interior,Cloth interior,Hatchback,4/5 doors,5,15799
Mercedes-Benz,CLA 250,Germany,2021,75415,221,Automatic,Petrol,4x2,6.2,142,Grey,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,34849
Volkswagen,Golf,Germany,2022,16682,109,Manual,Petrol,4x2,4.7,108,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5,24349
Volkswagen,T-Roc,France,2020,45210,150,Automatic,Petrol,4x2,6.4,130,Grey,Other interior color,Other interior material,Cabriolet,4/5 doors,4,28899
Audi,Q5,Germany,2024,26700,201,Automatic,Diesel,4x4,5.4,142,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,52199
Škoda,Fabia,Netherlands,2020,74635,94,Manual,Petrol,4x2,4.6,105,Blue,Grey interior,Cloth interior,Station Wagon,4/5 doors,5,14549
Volkswagen,Golf,Germany,2014,77560,123,Manual,Petrol,4x2,5.2,144,Black,Other interior color,Cloth interior,Hatchback,2/3 doors,5,12899
BMW,X2,Belgium,2021,45000,176,Automatic,Petrol,4x4,6.3,143,Grey,Brown interior,Full leather interior,SUV / offroad,4/5 doors,5,36599
Mitsubishi,Colt,Germany,2024,15156,90,Manual,Petrol,4x2,6.0,133,Red,Black interior,Cloth interior,Hatchback,4/5 doors,5,19299
Ford,Kuga,France,2024,10,148,Manual,Petrol,4x2,6.6,125,Green,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,29949
Volkswagen,T6 California,Germany,2024,2242,148,Automatic,Diesel,4x4,6.9,179,Grey,Grey interior,Cloth interior,Cargo VAN,4/5 doors,4,79249
Audi,A3,France,2024,10,148,Automatic,Petrol,4x2,5.6,115,Black,Other interior color,Other interior material,Sedans / saloons,4/5 doors,5,38549
Volvo,V60 Cross Country,Germany,2017,75047,148,Automatic,Diesel,4x2,4.6,120,Grey,Black interior,Full leather interior,Station Wagon,4/5 doors,5,22749
Cupra,Ateca,Germany,2024,4950,296,Automatic,Petrol,4x4,9.0,175,White,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5,55299
Volkswagen,T-Cross,Germany,2024,999,114,Automatic,Petrol,4x2,4.9,113,Grey,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5,26699
BMW,X5 M,Austria,2019,129000,394,Automatic,Diesel,4x4,8.0,195,Black,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5,67799
Mercedes-Benz,A 180,Austria,2023,18962,134,Automatic,Petrol,4x2,5.9,134,Black,Other interior color,Other interior material,Sedans / saloons,4/5 doors,5,35599
Maserati,Grecale,Italy,2024,15000,295,Automatic,Petrol,4x4,8.8,220,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,71549
Audi,A1,Germany,2024,1014,94,Manual,Petrol,4x2,4.9,112,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5,24399
Ford,Focus,Netherlands,2022,32547,123,Manual,Petrol,4x2,5.6,108,Grey,Other interior color,Cloth interior,Station Wagon,4/5 doors,5,24999
Audi,A4,Italy,2021,78475,148,Automatic,Diesel,4x2,4.1,108,Grey,Other interior color,Cloth interior,Station Wagon,4/5 doors,5,33499
Audi,A6,Germany,2021,164750,201,Automatic,Diesel,4x4,4.9,129,Black,Other interior color,Other interior material,Station Wagon,4/5 doors,5,29899
Peugeot,308,Germany,2020,46485,129,Manual,Petrol,4x2,5.8,124,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5,15849
Land Rover,Discovery Sport,Germany,2024,25,197,Automatic,Diesel,4x4,5.3,140,Black,Beige interior,Full leather interior,SUV / offroad,4/5 doors,5,77549
Dodge,Charger,Germany,2021,43230,300,Automatic,Petrol,4x4,14.0,321,White,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,41699
Seat,Ateca,Germany,2021,51000,148,Automatic,Diesel,4x4,5.5,145,Green,Grey interior,Alcantara interior,SUV / offroad,4/5 doors,5,33049
Renault,Austral,Poland,2023,22947,156,Automatic,Petrol,4x2,6.0,134,Red,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,32399
Fiat,500,Netherlands,2022,18587,68,Manual,Petrol,4x2,4.7,88,Grey,Other interior color,Cloth interior,Hatchback,2/3 doors,4,14549
Opel,Astra,Germany,2021,58710,121,Manual,Diesel,4x2,3.5,92,Black,Black interior,Cloth interior,Station Wagon,4/5 doors,5,16299
Volkswagen,Golf,Germany,2021,120179,296,Automatic,Petrol,4x2,6.6,151,Black,Black interior,Part leather interior,Hatchback,4/5 doors,5,27249
Ford,Kuga,Austria,2023,25000,188,Automatic,Petrol,4x4,5.7,120,Red,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,37849
Mercedes-Benz,S 350,Germany,2015,131800,255,Automatic,Diesel,4x4,11.0,260,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,37649
Opel,Astra,Spain,2020,48678,103,Manual,Diesel,4x2,3.4,90,White,Other interior color,Other interior material,Hatchback,4/5 doors,5,17599
Volkswagen,Polo,Germany,2021,55882,94,Manual,Petrol,4x2,5.2,110,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,16349
Nissan,Qashqai,Germany,2020,61000,157,Automatic,Petrol,4x2,5.8,122,White,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,20049
Audi,R8,Germany,2024,1900,612,Automatic,Petrol,4x4,9.0,208,Grey,Black interior,Full leather interior,Cabriolet,2/3 doors,2,227649
Volkswagen,T-Roc,Germany,2023,27024,148,Automatic,Petrol,4x2,6.4,130,Grey,Black interior,Cloth interior,Cabriolet,4/5 doors,4,31799
Fiat,500C,Germany,2023,10045,68,Manual,Petrol,4x2,4.8,88,Red,Black interior,Cloth interior,Cabriolet,2/3 doors,4,13299
Mercedes-Benz,GLS 400,Germany,2020,161212,326,Automatic,Diesel,4x4,11.0,260,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,7,70099
Volkswagen,Golf,Germany,2024,25291,148,Automatic,Diesel,4x2,3.9,103,Black,Other interior color,Other interior material,Hatchback,4/5 doors,5,28249
BMW,530,Austria,2019,67000,181,Automatic,Petrol,4x4,8.0,195,Grey,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,33499
Aixam,City,Germany,2021,9213,8,Automatic,Diesel,4x2,8.0,196,White,Black interior,Full leather interior,Hatchback,2/3 doors,2,12699
Cupra,Leon,Poland,2024,20000,296,Automatic,Petrol,4x2,6.7,152,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5,43399
Land Rover,Range Rover Evoque,Germany,2019,69214,197,Automatic,Petrol,4x4,7.7,176,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,33149
Audi,RS3,Germany,2024,5990,394,Automatic,Petrol,4x4,8.2,188,White,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,64799
Cupra,Formentor,Poland,2023,652,306,Automatic,Petrol,4x4,7.7,175,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,43399
Ford,Kuga,Italy,2020,60000,148,Manual,Petrol,4x2,7.0,158,Silver,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,20999
Volkswagen,Golf,Germany,2021,91054,148,Automatic,Diesel,4x2,4.0,106,Silver,Black interior,Cloth interior,Station Wagon,4/5 doors,5,26249
BMW,218 Gran Coupé,Germany,2020,56485,138,Manual,Petrol,4x2,8.0,195,Grey,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,27699
Mercedes-Benz,CLA 180 Shooting Brake,Germany,2024,20899,134,Automatic,Petrol,4x2,11.0,260,Grey,Black interior,Other interior material,Station Wagon,4/5 doors,5,36099
Volkswagen,T-Roc,Germany,2023,61203,109,Manual,Petrol,4x2,6.0,118,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,21499
Volkswagen,Golf,Germany,2021,156300,148,Automatic,Diesel,4x2,4.0,106,Blue,Black interior,Cloth interior,Station Wagon,4/5 doors,5,17849
Jaguar,XE,Germany,2020,45028,247,Automatic,Petrol,4x2,7.0,160,White,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,31499
Mercedes-Benz,C 180,Germany,2018,80259,154,Automatic,Petrol,4x2,6.5,148,Black,Black interior,Part leather interior,Station Wagon,4/5 doors,5,23899
Škoda,Superb,Germany,2024,10,148,Automatic,Diesel,4x2,4.5,117,Grey,Grey interior,Cloth interior,Station Wagon,4/5 doors,5,42949
Mercedes-Benz,G 500,Germany,2019,54000,416,Automatic,Petrol,4x4,11.5,263,White,Brown interior,Full leather interior,SUV / offroad,4/5 doors,5,124099
Volvo,S60,Germany,2023,19076,247,Automatic,Petrol,4x4,6.0,34,Black,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,35099
BMW,118,Germany,2021,45672,134,Automatic,Petrol,4x2,8.0,195,White,Black interior,Part leather interior,Hatchback,4/5 doors,5,25599
Volvo,XC60,Germany,2021,54939,194,Automatic,Diesel,4x2,4.8,127,Black,Other interior color,Part leather interior,SUV / offroad,4/5 doors,5,38399
Volvo,XC60,Germany,2021,29300,194,Automatic,Diesel,4x4,5.8,147,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,38999
Ford,Puma,Germany,2024,14350,123,Automatic,Petrol,4x2,6.1,113,Blue,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,24149
Audi,A4,Austria,2019,121300,148,Automatic,Diesel,4x2,4.1,109,White,Other interior color,Cloth interior,Station Wagon,4/5 doors,5,24849
Mercedes-Benz,C 220,Germany,2024,12865,197,Automatic,Diesel,4x2,4.6,120,Grey,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,50049
Jeep,Renegade,Italy,2022,10,118,Manual,Petrol,4x2,5.9,134,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,22549
Mazda,CX-60,Germany,2024,2,197,Automatic,Diesel,4x2,6.0,133,Beige,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,53249
Hyundai,i20,Germany,2020,72804,99,Manual,Petrol,4x2,4.8,109,Red,Grey interior,Cloth interior,Hatchback,4/5 doors,5,11899
Opel,Corsa,Germany,2024,5317,99,Manual,Petrol,4x2,4.3,98,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5,17849
Volkswagen,Polo,Germany,2024,10,79,Manual,Petrol,4x2,5.2,106,Grey,Other interior color,Cloth interior,Hatchback,4/5 doors,5,20449
Toyota,Auris,Germany,2015,55070,114,Manual,Petrol,4x2,5.9,132,White,Other interior color,Cloth interior,Station Wagon,4/5 doors,5,17999
Subaru,Outback,Germany,2023,43075,166,Automatic,Petrol,4x4,8.6,169,White,Grey interior,Other interior material,Station Wagon,4/5 doors,5,37499
BMW,520,Austria,2024,12000,194,Automatic,Diesel,4x4,5.7,152,Grey,Other interior color,Other interior material,Station Wagon,4/5 doors,5,77549
Hyundai,Tucson,Germany,2016,137621,174,Automatic,LPG,4x4,5.0,122,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,17449
Volvo,XC60,Germany,2021,27616,194,Automatic,Petrol,4x2,6.8,155,Black,Other interior color,Part leather interior,SUV / offroad,4/5 doors,5,38399
Seat,Leon,Spain,2023,32300,148,Manual,Diesel,4x2,4.0,105,White,Other interior color,Other interior material,Hatchback,4/5 doors,5,25149
Opel,Mokka,France,2024,10,129,Automatic,Petrol,4x2,4.9,111,Blue,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,26749
Audi,Q3,Germany,2023,7930,148,Automatic,Diesel,4x2,4.7,124,Silver,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,42549
Seat,Ateca,Austria,2023,32000,148,Manual,Petrol,4x2,5.7,131,Silver,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,26649
Volkswagen,T-Cross,Germany,2021,25095,109,Manual,Petrol,4x2,5.8,110,Silver,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,20899
Audi,A1,Germany,2021,24888,94,Manual,Petrol,4x2,5.2,119,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,17799
Jeep,Compass,Germany,2022,9400,148,Automatic,Petrol,4x2,5.5,125,Black,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,28899
Mazda,3,Germany,2024,15,184,Automatic,Petrol,4x2,6.0,133,Blue,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,37049
Mitsubishi,Space Star,Germany,2019,72000,70,Manual,Petrol,4x2,4.6,106,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,6399
Mercedes-Benz,GLA 200,Germany,2021,30920,161,Automatic,Petrol,4x2,5.7,130,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,37699
